date,Close,High,Low,Open,Volume,log_return,forecasted_vol,omega,alpha,beta,refit_day,persistence
2018-02-22,156.031494140625,157.5652942253003,155.6338428018912,156.73211173638282,37074400,-0.0001215493207911,0.18777827689272855,9.496713112230116e-06,0.15764643835809386,0.7422582424678342,True,0.8999046808259281
2018-02-23,159.22222900390625,159.22222900390625,156.64695004827104,157.29077701063954,50096900,0.0202430206942984,0.16630638540601814,9.871465059760353e-06,0.16032879730394203,0.7351014202289521,True,0.8954302175328941
2018-02-26,161.33352661132812,161.33352661132812,159.83760633648933,159.9701567828769,39266700,0.0131729229673803,0.20186766206061646,8.885874819267458e-06,0.15071021958461903,0.7561625804418972,True,0.9068728000265163
2018-02-27,159.33580017089844,161.64597758447402,159.26006943821488,161.3808766793341,42209900,-0.0124598901042742,0.1992364680236814,8.847387364437463e-06,0.15027456492543056,0.757032837593534,True,0.9073074025189646
2018-02-28,158.31332397460938,160.76551530808132,158.20917612720336,160.24477607105132,42936300,-0.0064377934642825,0.19540213365407771,8.826801922080911e-06,0.1500513129415016,0.7574761606867657,True,0.9075274736282672
2018-03-01,155.72853088378906,159.12752921993194,154.32728108836878,158.39849446045145,76809900,-0.0164618277598322,0.18053679371137424,8.87855599959269e-06,0.15006477747661892,0.7565347535939339,True,0.9065995310705528
2018-03-02,157.15814208984375,157.43270564523226,153.34256826118502,153.8538300165991,57445100,0.0091382681218835,0.19324117727281034,8.74346040066733e-06,0.14937710389254755,0.7592088587193302,True,0.9085859626118777
2018-03-05,158.90028381347656,159.30739790198226,155.83266904374514,156.41969057526578,38540200,0.011024286809437,0.1834964676466654,8.72422376843529e-06,0.1489794934929817,0.7595531280461963,True,0.908532621539178
2018-03-06,159.5725555419922,160.11223472216645,158.56895683526912,159.67670339534575,29480900,0.0042218528175012,0.17983529695124736,8.694754331885386e-06,0.14896935914462706,0.7597785909834628,True,0.9087479501280898
2018-03-07,159.94175720214844,160.0743221099568,158.07658801921465,158.35115167144852,34609400,0.0023110190044695,0.16516537860540068,8.782698635834312e-06,0.14985612111860416,0.7575201266934343,True,0.9073762478120384
2018-03-08,160.82229614257812,160.93590670541016,159.96071084932066,160.60453774817742,25828400,0.0054902732590803,0.15149522753402778,8.88051393023402e-06,0.14986581652944833,0.7559091258151172,True,0.9057749423445655
2018-03-09,163.94668579101562,163.94668579101562,161.7311935511975,161.96789181050067,38310500,0.0192412835960464,0.14316253616072458,9.067289893698124e-06,0.15256334418914577,0.7510504150409177,True,0.9036137592300635
2018-03-12,164.8177490234375,165.1964604948772,164.06031163364145,164.429560374716,37635000,0.005299023729104,0.17907253119384814,8.737047984425208e-06,0.14944302188169592,0.7591612048378873,True,0.9086042267195832
2018-03-13,162.57383728027344,165.8876128800213,162.1572460362273,165.19644356743788,55638900,-0.0137080302288385,0.16601433790801662,8.710969583241162e-06,0.14863663198287022,0.7598349915435033,True,0.9084716235263736
2018-03-14,162.54541015625,163.54902283986516,161.8353154287449,163.42593513075172,40536400,-0.0001748719850948,0.17385549725834712,8.665138155986491e-06,0.14870502831197574,0.7605553288663,True,0.9092603571782757
2018-03-15,162.40341186523438,163.3502049219649,161.80692761648115,162.65905003568795,28810400,-0.0008739733178338,0.158500248658894,8.648563883406857e-06,0.14821393102752617,0.7607138528907549,True,0.908927783918281
2018-03-16,161.92056274414062,163.03777168650544,161.84481756123031,162.6780001263271,31176700,-0.0029775749906763,0.14557831697832463,8.860914542339994e-06,0.1494291808400338,0.7569384068709847,True,0.9063675877110184
2018-03-19,158.4657745361328,160.4762272948827,157.08120789166728,160.3624324505313,71395100,-0.0215672250642349,0.13620979044094145,8.854128464882629e-06,0.14992317636459462,0.7562112342860491,True,0.9061344106506437
2018-03-20,158.98741149902344,159.3572593708026,158.0011553310649,158.53221745768548,34075700,0.0032863896494114,0.1833667638341676,8.33896166179273e-06,0.14384919696721102,0.76903445312399,True,0.912883650091201
2018-03-21,158.29510498046875,160.0400271986878,157.60282873080612,158.57012854605242,43863500,-0.0043639821377245,0.168234925184368,8.236899627364305e-06,0.14314013511323825,0.770377289641362,True,0.9135174247546003
2018-03-22,154.3879852294922,157.20452390269915,154.1888297452732,156.1044586392178,66607300,-0.0249922252943465,0.15656619295752944,8.239437893982105e-06,0.1431470944974275,0.7698995575156911,True,0.9130466520131185
2018-03-23,150.3197021484375,154.86220850585255,150.24383405284587,154.2078588429396,80110400,-0.0267044450384425,0.21013600301528576,8.178698786863294e-06,0.1464281333844656,0.7695035581951367,True,0.9159316915796023
2018-03-26,155.90533447265625,156.09501191300612,150.93609809520188,153.3638188399669,57481500,0.0364846190967652,0.25445482111600787,8.620274914796217e-06,0.15630175798544363,0.7571024325921377,True,0.9134041905775814
2018-03-27,150.8601837158203,157.06224920041865,149.5325143926034,157.06224920041865,78889100,-0.0328955205351399,0.3291539059747239,8.802722081512283e-06,0.16594410873644816,0.7492924038064316,True,0.9152365125428797
2018-03-28,149.12477111816406,151.5240429076196,147.9772863852109,149.9972322715701,89369700,-0.011570126630073,0.3621085035495532,8.994230063736596e-06,0.170932670745784,0.7436691184282875,True,0.9146017891740715
2018-03-29,151.85597229003906,153.354334289406,148.5368198088779,149.9308650085941,68692600,0.018149175328065,0.32413129453148903,8.977594970765373e-06,0.16960418407114555,0.7446099971203375,True,0.914214181191483
2018-04-02,147.47462463378906,151.4860663702758,145.9288583393323,150.77481968271655,85549400,-0.0292763963140461,0.3074937613969458,8.920884401987453e-06,0.16878687664495393,0.7459777890272833,True,0.9147646656722372
2018-04-03,149.13426208496094,149.76016290246207,146.45998095528037,148.76441423286607,64090000,0.0111908634292503,0.3319605285552264,8.873749039155745e-06,0.17053812337090704,0.7458745404267678,True,0.9164126637976748
2018-04-04,151.4861297607422,151.95080186336838,146.08064109704546,146.25134789807564,65768700,0.0156470799957633,0.29909759277735193,8.906405166685891e-06,0.16962687899341997,0.746005578841883,True,0.915632457835303
2018-04-05,152.3490753173828,153.23102896974905,151.23953192532576,152.99394667733458,43054900,0.0056803679269225,0.28152234940539933,8.956175761221882e-06,0.16965359083453252,0.7453064731136947,True,0.9149600639482272
2018-04-06,148.5367889404297,152.1688910657311,147.82554212798996,150.67052937774895,59870900,-0.0253417714171556,0.24954656432496894,9.07042069906621e-06,0.16983850745569348,0.7435658961842623,True,0.9134044036399558
2018-04-09,149.5799560546875,152.56720162484254,149.32391759723362,149.81703834738133,41810400,0.0069984084385042,0.2772118269698524,8.810882672172519e-06,0.16854860056174303,0.7483432035310766,True,0.9168918040928197
2018-04-10,152.88015747070312,153.37327823853667,150.8507335512727,151.93182826591593,48296800,0.0218232569875215,0.2479960911932996,8.891171454726986e-06,0.16841178547899974,0.747271748905317,True,0.9156835343843167
2018-04-11,151.99815368652344,153.62928053876055,151.82746143169308,151.9222856387042,41622100,-0.0057859559863186,0.26235303900907886,8.757116054854836e-06,0.16789815175164674,0.7497006555187544,True,0.9175988072704011
2018-04-12,153.82847595214844,154.35953795455222,152.83272746246416,152.91807361206028,30467900,0.0119698151939591,0.23462372408677915,8.770626094980408e-06,0.16704763585649207,0.7498535907505522,True,0.9169012266070443
2018-04-13,153.03184509277344,154.8241863121685,152.36801769121084,154.59659661469107,44604900,-0.0051921515712542,0.2224479913132475,8.75929594398665e-06,0.1668633916835599,0.7499245673095322,True,0.9167879589930921
2018-04-16,154.1983184814453,154.75782918130977,153.13618004248727,154.1034797826683,28180800,0.0075935186841617,0.20031993847179222,8.857845086432008e-06,0.16761048033724238,0.7477290293822021,True,0.9153395097194444
2018-04-17,157.5174560546875,157.85885508079815,155.44061318504376,155.75356349817457,35536100,0.0212967279373369,0.18536716516479718,8.97664241591193e-06,0.16871942851339164,0.7450975824986011,True,0.9138170110119928
2018-04-18,157.83990478515625,158.3709667896733,156.76828822367082,157.51747634960722,29573900,0.0020449742601932,0.21835711780412165,8.60344454456777e-06,0.16629184242754255,0.7521417498616463,True,0.9184335922891889
2018-04-19,156.38897705078125,157.4131743573175,155.8484224430167,157.04332653582017,34705700,-0.0092349120652317,0.1951821305613918,8.636631808949764e-06,0.16545421942814295,0.7521677385764568,True,0.9176219580045998
2018-04-20,153.913818359375,156.1044563012031,153.3732638177011,155.99066143784182,49197100,-0.0159535216881711,0.18503333872107935,8.771433561882147e-06,0.16687296673611454,0.7495541318200396,True,0.9164270985561541
2018-04-23,153.52500915527344,155.26993135976628,152.6999674057224,154.6630012681881,33040600,-0.0025293448750853,0.19681169668392495,8.647611688806447e-06,0.16616485426161132,0.751849232976127,True,0.9180140872377384
2018-04-24,150.27223205566406,154.49229355837966,149.2575129965099,154.25521128889727,70256800,-0.0214149502873513,0.17734611156114582,8.694600918165742e-06,0.16607359889235523,0.7509670299319583,True,0.9170406288243136
2018-04-25,150.4524383544922,151.07833916828005,148.38508741667732,150.53779898935915,52089300,0.0011984804582368,0.21277414494029906,8.426732336033794e-06,0.16481732611802785,0.7559471096813325,True,0.9207644357993603
2018-04-26,153.61984252929688,154.1319338977122,151.90335463156612,152.396489835845,43005500,0.0208339854834831,0.19050158689719116,8.514299162361066e-06,0.16475018424383855,0.7548088060535005,True,0.9195589902973391
2018-04-27,153.7146759033203,155.91480658376165,152.84221477946244,155.8768653125236,51043400,0.0006171345641022,0.21865382703539313,8.366921922718192e-06,0.16490860422037343,0.757000931902005,True,0.9219095361223785
2018-04-30,152.6240997314453,155.03284946885802,152.24475937925305,154.07504221148793,35615300,-0.0071200962196915,0.1954376422433219,8.37438918350087e-06,0.16431594267412053,0.7568778822164564,True,0.9211938248905769
2018-05-01,154.36903381347656,154.38800445013396,151.86544517786814,152.22581492257925,36513500,0.0113680254253146,0.18167637645253598,8.431455574847005e-06,0.16461230316982825,0.7556048892385866,True,0.9202171924084148
2018-05-02,153.45863342285156,155.11820947238124,153.27844856507443,154.63455233406268,38646800,-0.0059150176667235,0.18026101548451173,8.348328223489126e-06,0.16327209167044185,0.7577674996969184,True,0.9210395913673602
2018-05-03,153.4396514892578,154.00864026784356,150.99296067138408,152.68098531412312,60337100,-0.0001237017901444,0.1677880778640543,8.333318625987495e-06,0.16187393020845198,0.7588562617396994,True,0.9207301919481514
2018-05-04,156.35101318359375,156.7113828700259,152.66201358471108,152.77582291589437,41543200,0.0187962242940581,0.15243027712289622,8.494207368045572e-06,0.16425191300926056,0.7546439719757121,True,0.9188958849849727
2018-05-07,157.65025329589844,158.16234470304423,156.95796255299328,157.08124998097605,32500200,0.0082754285770092,0.1856358504892294,8.122192511783891e-06,0.16037763729424373,0.7632692619373991,True,0.9236468992316428
2018-05-08,157.48902893066406,157.83041353322002,156.34154429188465,157.31832215903162,26040200,-0.001023194431117,0.17630237255758305,8.128475038020814e-06,0.16006688978331418,0.7632840463580697,True,0.9233509361413839
2018-05-09,159.20550537109375,159.3193002407522,157.21400832994246,157.77351906623613,29122700,0.0108400560326763,0.16045765522065011,8.166040433531641e-06,0.159999735501977,0.7625480005905105,True,0.9225477360924875
2018-05-10,160.85557556152344,160.9693848921258,159.59429613580258,159.7175835479745,27067600,0.0103110619069472,0.16267043210681095,8.160063311327956e-06,0.15981024742402264,0.7630091065853533,True,0.9228193540093759
2018-05-11,160.70384216308594,161.08316798310292,160.00207347866677,160.66590089887276,24688800,-0.0009437348205987,0.16287617375801933,8.173826569598338e-06,0.16025772793199297,0.7624992281261891,True,0.9227569560581821
2018-05-14,160.97886657714844,161.9935856715931,160.71333558372166,161.07370527638108,21821700,0.0017099114972588,0.149197394353291,8.225520317125574e-06,0.1607016414952412,0.761219312699483,True,0.9219209541947242
2018-05-15,159.1959991455078,159.79345110061075,158.351986837203,159.70810495569702,49361600,-0.011136950773744,0.13792683897574248,8.337504085399033e-06,0.1623992147327532,0.758243173653954,True,0.9206423883867072
2018-05-16,160.24862670898438,160.61847443172474,159.3287464423619,159.4046144970717,22941200,0.0065903839863949,0.14714750588020678,8.352460298745731e-06,0.16368214609272183,0.7576052177480437,True,0.9212873638407655
2018-05-17,159.63226318359375,160.84612345679966,158.85462625869465,159.68916062290717,27480200,-0.0038537112260959,0.14245205402376468,8.353611197367582e-06,0.16319326922048266,0.7578610928286599,True,0.9210543620491425
2018-05-18,158.80718994140625,159.5658416092392,158.5701076776202,159.0158090208132,26217900,-0.0051819903620554,0.13444876785602983,8.362894057140178e-06,0.1630543488166331,0.7576540532314587,True,0.9207084020480918
2018-05-21,159.69862365722656,160.74179151419202,159.01582550909544,160.0400227312921,22954600,0.005597612384996,0.12994975309689816,8.360392512823091e-06,0.16308584644271226,0.7574500328064399,True,0.9205358792491521
2018-05-22,159.49000549316406,160.69438768612574,159.20551829592233,160.42885665512952,19477700,-0.0013071781054577,0.12711413473027408,8.373622736682377e-06,0.16355532377905016,0.756716345111079,True,0.9202716688901291
2018-05-23,160.8365936279297,160.8555497880315,158.25713775966346,158.2760939197653,26557800,0.008407644390489,0.11983496257922846,8.407159697354922e-06,0.16440169546558053,0.7553313266227896,True,0.9197330220883702
2018-05-24,160.78921508789062,161.0737167354747,159.1675658259098,160.78921508789062,27696500,-0.0002946190205999,0.1260518997514025,8.459891258328244e-06,0.16529877335259244,0.7540095027851308,True,0.9193082761377233
2018-05-25,160.950439453125,161.5289208671988,160.46679675100657,160.77025458262327,27460500,0.0010022039649356,0.1187501191023973,8.399946808975774e-06,0.1646393522308073,0.7549666371120556,True,0.9196059893428629
2018-05-29,160.23922729492188,161.14013737256357,159.28141976590308,160.2202566543432,41220500,-0.0044286189390883,0.11296218352552855,8.391471015663987e-06,0.1663217795538076,0.7538261721555581,True,0.9201479517093658
2018-05-30,161.3866424560547,161.6711440857028,160.4762546056055,160.81765366711244,22665800,0.0071351227432274,0.11200464140970202,8.39786832140693e-06,0.16654213840078666,0.7534730963950325,True,0.9200152347958191
2018-05-31,161.28231811523438,162.353920033033,160.86505104479156,161.38662041249307,35670900,-0.0006466339016355,0.11710437690422648,8.400606672344066e-06,0.16645614862110805,0.7536055622507623,True,0.9200617108718703
2018-06-01,163.81439208984375,163.90921632813567,162.04100663655672,162.08842599088032,45543300,0.0155776733414817,0.11155481513224784,8.348246599293427e-06,0.1661470140946271,0.7542148968708507,True,0.9203619109654778
2018-06-04,165.2937469482422,165.33167374113904,164.12730633449826,164.23160863255265,20459600,0.0089901442516489,0.147333245644971,8.470783535048299e-06,0.16482324602947493,0.7548377335987716,True,0.9196609796282466
2018-06-05,165.80584716796875,166.08087069510148,165.07564422015375,165.6825742316516,24779300,0.0030933328652257,0.14788981672754645,8.462841194956976e-06,0.1648043887842213,0.7549002371280632,True,0.9197046259122845
2018-06-06,166.7731170654297,166.80156577414192,165.14199023762663,165.9765242807864,25036600,0.0058167997906899,0.13785011416879966,8.396748358858739e-06,0.16368876955990955,0.7563021280633558,True,0.9199908976232654
2018-06-07,165.4170379638672,166.83953161383826,164.58251819572465,166.80160481679465,39600300,-0.0081645203144881,0.13366098830647397,8.38434490997847e-06,0.16369561228993623,0.7562239625293155,True,0.9199195748192517
2018-06-08,165.42648315429688,165.84375015408148,164.23157956939568,164.63936849022133,31780300,5.709762972142845e-05,0.1355558449321731,8.383769151248955e-06,0.16372649652894586,0.7562427305020577,True,0.9199692270310036
2018-06-11,165.87225341796875,166.28002800256507,165.2748014290116,165.30325014559486,22319700,0.0026910487935859,0.126410838483725,8.361058182445417e-06,0.16369365274502273,0.7561822984639879,True,0.9198759512090107
2018-06-12,166.74473571777344,166.90594995571973,165.91969389111992,166.09986429563205,22511800,0.0052461800170723,0.12030827899199711,8.396988035808267e-06,0.16456986450011352,0.7550141649801273,True,0.9195840294802409
2018-06-13,166.73529052734375,167.9870778743739,166.3654281510032,167.0008216152095,37858600,-5.664621379914057e-05,0.11901425109641896,8.339888709553843e-06,0.16425277542035321,0.7557217413958641,True,0.9199745168162173
2018-06-14,168.4232177734375,168.69822678641418,167.3800501993523,167.50333758638524,35916000,0.0100724968933421,0.11303200495457363,8.300115173614019e-06,0.16432261415375465,0.7558640607897908,True,0.9201866749435454
2018-06-15,167.8352813720703,168.16720234779416,167.01023967916464,167.78786202263066,49615700,-0.0034969346618471,0.126310430648606,8.262511106509634e-06,0.16344000086781782,0.7571889086286696,True,0.9206289094964875
2018-06-18,167.7383270263672,167.88087504484002,166.2557696289523,166.77846986555994,31633200,-0.0005778425118925,0.1209495605852159,8.175099808398405e-06,0.1627580525245461,0.7584287459064355,True,0.9211867984309816
2018-06-19,167.26319885253906,167.30120683532996,165.08688292987196,165.61908169691742,38236000,-0.0028365750941655,0.11455359787452447,8.09176381957728e-06,0.16249247772298975,0.7591976570339327,True,0.9216901347569224
2018-06-20,168.45108032226562,169.1448381159728,167.8808592992069,168.03292017219897,33038000,0.0070767703425352,0.11099613382614298,8.151744021613734e-06,0.16355613205619546,0.7575721760870722,True,0.9211283081432676
2018-06-21,166.9875946044922,169.04987199725568,166.66446150735655,168.8787998280276,43469400,-0.0087258572910204,0.11584763033870996,8.059939334994458e-06,0.1628434627608176,0.7590535455385746,True,0.9218970082993923
2018-06-22,166.61688232421875,167.61474728676927,166.01815174563092,167.54822972321614,30073200,-0.0022224667742856,0.12382725752717247,8.040379846871143e-06,0.16279279360207394,0.7592809338431106,True,0.9220737274451845
2018-06-25,162.86302185058594,165.35297236274906,161.3804640883687,165.10586973482756,77799700,-0.022787568313638,0.11754671728993875,7.983955587983611e-06,0.16314469998955652,0.7591708742832918,True,0.9223155742728483
2018-06-26,163.5282745361328,164.46912063332582,162.86301165766753,163.46174244775548,39008100,0.0040764175646217,0.1858060812770512,8.467251354088336e-06,0.16665096051296627,0.7527928685843194,True,0.9194438290972856
2018-06-27,161.30445861816406,164.96334724030908,161.19042015765635,164.22206824434846,52843500,-0.0136922818055916,0.16968452825141941,8.488971879462615e-06,0.16679845144386737,0.7519205138585278,True,0.9187189653023952
2018-06-28,162.69195556640625,163.24316551313595,160.7722263728066,161.1048578152334,46407700,0.0085649431260093,0.17851066133109653,8.638851441293138e-06,0.16961817120794967,0.7479898852336389,True,0.9176080564415885
2018-06-29,163.12913513183594,164.33609525969487,162.8915453547716,163.47126499086173,36408500,0.0026835575736025,0.17090178525483843,8.70490365533708e-06,0.17035428692858823,0.7470038874861012,True,0.9173581744146895
2018-07-02,164.2220458984375,164.26956675095957,161.24741744676086,161.59904565303333,31770000,0.0066773232583281,0.15579891918154185,8.631252049969947e-06,0.16908058424761407,0.7484158486857935,True,0.9174964329334075
2018-07-03,162.3213348388672,164.83978061700833,162.15977553435707,164.83978061700833,25512700,-0.0116415314953018,0.149050038004452,8.62157792600561e-06,0.1689442269581429,0.7483680072149084,True,0.9173122341730513
2018-07-05,164.3360137939453,164.4690634230919,162.5398365498052,163.37615679091067,31626200,0.0123352773750127,0.15678138157571622,8.645875247269823e-06,0.1698366979374015,0.7473783452602322,True,0.9172150431976337
2018-07-06,166.892578125,167.0161294602657,164.41214005623706,164.71626195802017,37005600,0.015437164324707,0.16462680389419165,8.722584858767508e-06,0.17138075939129627,0.7452784951017729,True,0.9166592544930692
2018-07-09,168.39410400390625,168.43211198117197,167.0921168879864,167.75736525008682,27362100,0.0089567286564036,0.18126319102761457,8.856437778275956e-06,0.1740416515676236,0.7418716377656186,True,0.9159132893332422
2018-07-10,168.51760864257812,168.89774631527698,167.93788926585262,168.70767747892754,23902500,0.0007331573202599,0.1734857145696104,8.799162487213803e-06,0.17305317919378166,0.7432910458017434,True,0.9163442249955251
2018-07-11,167.6623077392578,168.2800496968358,167.07308988859677,167.19662667905212,30280600,-0.0050883631475614,0.15663162061898986,8.89670847651106e-06,0.17367989109415935,0.7411571537790167,True,0.9148370448731761
2018-07-12,170.55137634277344,170.55137634277344,168.28951802738072,168.4035564293929,27930100,0.0170846953424418,0.14676600399659567,8.89100749907057e-06,0.17329364308695272,0.7413120097745692,True,0.914605652861522
2018-07-13,170.69400024414062,170.96959800532173,170.06675975152666,170.54193930629555,28049800,0.0008359023708884,0.1761943106351407,8.754791303326393e-06,0.17255635181211393,0.7444971119177557,True,0.9170534637298696
2018-07-16,170.28530883789062,171.01708928605575,170.000212755396,170.73197870223444,21405300,-0.0023971636464318,0.15904852282611517,8.786137867466445e-06,0.17227342868299955,0.7439662403595159,True,0.9162396690425154
2018-07-17,171.32122802734375,171.6823546012742,168.47964928014878,168.47964928014878,31034100,0.006065003172467,0.14563032285369182,8.900172234606647e-06,0.17338357304343133,0.7413748845212081,True,0.9147584575646395
2018-07-18,170.99806213378906,171.48275443157806,170.47537636363865,171.34019190227087,23220800,-0.0018880968665676,0.13985579493799702,8.912270286459337e-06,0.17375028447470256,0.7408768694997261,True,0.9146271539744286
2018-07-19,170.1427459716797,170.95055680523234,169.94317873132223,170.38033568727454,31094100,-0.0050144569867593,0.12985575899667515,8.93317709174521e-06,0.1745414477976452,0.7399090670544848,True,0.91445051485213
2018-07-20,170.10475158691406,171.2261681734721,169.9146681981927,170.65596151128764,35897300,-0.0002233338096307,0.12568069233694398,8.990931937457543e-06,0.1753744587920131,0.7383828467230849,True,0.9137573055150979
